"Time of Day","Process Name","PID","Operation","Path","Result","Detail","TID","Date & Time","Duration","Sequence","Image Path","Command Line","Parent PID","Relative Time","Completion Time","Event Class","Company","Description","Version","User","Authentication ID","Session","Virtualized","Integrity","Category","Architecture"
"1:16:48.7341877 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","REPARSE","Desired Access: Read","2972","10/23/2016 1:16:48 PM","0.0000062","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6657822","1:16:48.7341939 PM","Registry","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","Read","32-bit"
"1:16:48.7341993 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","RegOpenKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS","Desired Access: Read","2972","10/23/2016 1:16:48 PM","0.0000048","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6657938","1:16:48.7342041 PM","Registry","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","Read","32-bit"
"1:16:48.7342095 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","RegQueryValue","HKLM\System\CurrentControlSet\Control\SESSION MANAGER\CWDIllegalInDLLSearch","NAME NOT FOUND","Length: 1,024","2972","10/23/2016 1:16:48 PM","0.0000034","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6658040","1:16:48.7342129 PM","Registry","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","Read","32-bit"
"1:16:48.7342207 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","RegCloseKey","HKLM\System\CurrentControlSet\Control\SESSION MANAGER","SUCCESS","","2972","10/23/2016 1:16:48 PM","0.0000011","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6658152","1:16:48.7342218 PM","Registry","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7344066 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFile","C:\Windows","SUCCESS","Desired Access: Execute/Traverse, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","2972","10/23/2016 1:16:48 PM","0.0000100","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6660011","1:16:48.7344166 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7345757 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFile","C:\Windows\System32\wow64.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","2972","10/23/2016 1:16:48 PM","0.0000094","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6661702","1:16:48.7345851 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7346412 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","QueryBasicInformationFile","C:\Windows\System32\wow64.dll","SUCCESS","CreationTime: 10/19/2016 6:49:09 PM, LastAccessTime: 10/19/2016 6:49:09 PM, LastWriteTime: 10/19/2016 6:49:09 PM, ChangeTime: 10/19/2016 6:54:38 PM, FileAttributes: A","2972","10/23/2016 1:16:48 PM","0.0000030","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6662357","1:16:48.7346442 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","Read Metadata","32-bit"
"1:16:48.7346557 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CloseFile","C:\Windows\System32\wow64.dll","SUCCESS","","2972","10/23/2016 1:16:48 PM","0.0000037","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6662502","1:16:48.7346594 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7347465 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFile","C:\Windows\System32\wow64.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","2972","10/23/2016 1:16:48 PM","0.0000064","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6663410","1:16:48.7347529 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7348096 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFileMapping","C:\Windows\System32\wow64.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: ","2972","10/23/2016 1:16:48 PM","0.0000012","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6664041","1:16:48.7348108 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7348445 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFileMapping","C:\Windows\System32\wow64.dll","SUCCESS","SyncType: SyncTypeOther","2972","10/23/2016 1:16:48 PM","0.0000004","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6664390","1:16:48.7348449 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7349270 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","Load Image","C:\Windows\System32\wow64.dll","SUCCESS","Image Base: 0x743f0000, Image Size: 0x3f000","2972","10/23/2016 1:16:48 PM","0.0000000","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6665215","1:16:48.7349270 PM","Process","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7349431 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CloseFile","C:\Windows\System32\wow64.dll","SUCCESS","","2972","10/23/2016 1:16:48 PM","0.0000026","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6665376","1:16:48.7349457 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7351967 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFile","C:\Windows\System32\wow64win.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","2972","10/23/2016 1:16:48 PM","0.0000086","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6667912","1:16:48.7352053 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7352609 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","QueryBasicInformationFile","C:\Windows\System32\wow64win.dll","SUCCESS","CreationTime: 10/19/2016 6:49:09 PM, LastAccessTime: 10/19/2016 6:49:09 PM, LastWriteTime: 10/19/2016 6:49:09 PM, ChangeTime: 10/19/2016 6:54:38 PM, FileAttributes: A","2972","10/23/2016 1:16:48 PM","0.0000017","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6668554","1:16:48.7352626 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","Read Metadata","32-bit"
"1:16:48.7352695 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CloseFile","C:\Windows\System32\wow64win.dll","SUCCESS","","2972","10/23/2016 1:16:48 PM","0.0000021","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6668640","1:16:48.7352716 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7353431 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFile","C:\Windows\System32\wow64win.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened","2972","10/23/2016 1:16:48 PM","0.0000060","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6669376","1:16:48.7353491 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7354057 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFileMapping","C:\Windows\System32\wow64win.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: ","2972","10/23/2016 1:16:48 PM","0.0000009","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6670002","1:16:48.7354066 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7354387 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CreateFileMapping","C:\Windows\System32\wow64win.dll","SUCCESS","SyncType: SyncTypeOther","2972","10/23/2016 1:16:48 PM","0.0000005","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6670332","1:16:48.7354392 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7355603 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","Load Image","C:\Windows\System32\wow64win.dll","SUCCESS","Image Base: 0x74390000, Image Size: 0x5c000","2972","10/23/2016 1:16:48 PM","0.0000000","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6671548","1:16:48.7355603 PM","Process","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
"1:16:48.7355724 PM","15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","2948","CloseFile","C:\Windows\System32\wow64win.dll","SUCCESS","","2972","10/23/2016 1:16:48 PM","0.0000025","n/a","C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe","""C:\Users\PLAIN7\Desktop\shared_malware\Samples\Kovter\Live\15c237f6b74af2588b07912bf18e2734594251787871c9638104e4bf5de46589.exe"" ","1108","00:00:04.6671669","1:16:48.7355749 PM","File System","a16","Unpercolated5","2.00","PLAIN7-PC\PLAIN7","00000000:00013b14","1","False","High","","32-bit"
